Instance Name, CC2 Result, CC2 (Concurrent Enabled) Result
./mergedHard/EQ_AddEQ_pos2/libA , equiv; 0.212200, equiv; 0.366600
./mergedHard/EQ_AddEXTRA_ultra_prime_sum/libA , equiv; 0.489400, equiv; 0.632400
./mergedHard/EQ_ConstEQ_LoopMult20/libA , equiv; 0.183500, equiv; 0.342700
./mergedHard/EQ_ConstEQ_UnchLoop/libA , equiv; 0.164500, equiv; 0.317300
./mergedHard/EQ_ConstEQ_odd/libA , equiv; 0.184000, equiv; 0.329500
./mergedHard/EQ_ConstEQ_pos/libA , equiv; 0.216300, equiv; 0.364900
./mergedHard/EQ_ConstEQ_pos2/libA , equiv; 0.218800, equiv; 0.380400
./mergedHard/EQ_ConstEXTRA_ultra_prime_sum/libA , equiv; 0.505700, equiv; 0.669000
./mergedHard/EQ_LoopMult20EQ_Add/libA , equiv; 0.612200, equiv; 0.944500
./mergedHard/EQ_LoopMult20EQ_Const/libA , equiv; 0.608500, equiv; 0.935700
./mergedHard/EQ_LoopMult20EQ_LoopMult20/libA , equiv; 1.078000, equiv; 1.443100
./mergedHard/EQ_LoopMult20EQ_LoopUnreach20/libA , equiv; 1.108300, equiv; 1.426500
./mergedHard/EQ_LoopMult20EQ_UnchLoop/libA , equiv; 0.652500, equiv; 0.902300
./mergedHard/EQ_LoopMult20EQ_divide/libA , not equiv; 0.708500, not equiv; 1.271200
./mergedHard/EQ_LoopMult20EQ_getSign2/libA , timeout; 300.000000, timeout; 300.000000
./mergedHard/EQ_LoopMult20EQ_is_prime1/libA , equiv; 11.587900, equiv; 12.213800
./mergedHard/EQ_LoopMult20EQ_is_prime2/libA , equiv; 12.096300, equiv; 43.316500
./mergedHard/EQ_LoopMult20EQ_is_prime3/libA , not equiv; 3.626700, not equiv; 3.745100
./mergedHard/EQ_LoopMult20EQ_ltfive/libA , timeout; 300.000000, timeout; 300.000000
./mergedHard/EQ_LoopMult20EQ_ltfiveBound/libA , equiv; 19.949600, equiv; 25.708800
./mergedHard/EQ_LoopMult20EQ_multiple/libA , timeout; 300.000000, timeout; 300.000000
./mergedHard/EQ_LoopMult20EQ_multipleBound/libA , timeout; 300.000000, timeout; 300.000000
./mergedHard/EQ_LoopMult20EQ_odd/libA , timeout; 300.000000, timeout; 300.000000
./mergedHard/EQ_LoopMult20EQ_one/libA , timeout; 300.000000, timeout; 300.000000
./mergedHard/EQ_LoopMult20EQ_oneBound/libA , timeout; 300.000000, timeout; 300.000000
./mergedHard/EQ_LoopMult20EQ_oneN2/libA , timeout; 300.000000, timeout; 300.000000
./mergedHard/EQ_LoopMult20EQ_pos/libA , equiv; 0.679400, equiv; 0.989500
./mergedHard/EQ_LoopMult20EQ_pos2/libA , equiv; 0.655100, equiv; 1.014800
./mergedHard/EQ_LoopMult20EQ_pos3/libA , equiv; 0.608900, equiv; 0.953500
./mergedHard/EQ_LoopMult20EXTRA_ultra_prime_sum/libA , timeout; 300.000000, timeout; 300.000000
./mergedHard/EQ_LoopMult20NEQ_LoopMult20/libA , equiv; 1.091200, equiv; 1.387000
./mergedHard/EQ_LoopMult20NEQ_LoopUnreach20/libA , equiv; 1.094300, equiv; 1.379900
./mergedHard/EQ_LoopMult20NEQ_getSign/libA , timeout; 300.000000, timeout; 300.000000
./mergedHard/EQ_LoopUnreach20EQ_LoopMult20/libA , equiv; 0.413900, equiv; 0.732400
./mergedHard/EQ_LoopUnreach20EQ_UnchLoop/libA , equiv; 0.332700, equiv; 0.657500
./mergedHard/EQ_LoopUnreach20EQ_odd/libA , equiv; 0.379700, equiv; 0.705700
./mergedHard/EQ_LoopUnreach20EQ_pos/libA , equiv; 0.438700, equiv; 0.765300
./mergedHard/EQ_LoopUnreach20EQ_pos2/libA , equiv; 0.435600, equiv; 0.713000
./mergedHard/EQ_LoopUnreach20EXTRA_ultra_prime_sum/libA , equiv; 2.826800, equiv; 3.768600
./mergedHard/EQ_UnchLoopEQ_Add/libA , equiv; 0.184400, equiv; 0.339400
./mergedHard/EQ_UnchLoopEQ_Const/libA , equiv; 0.185000, equiv; 0.303500
./mergedHard/EQ_UnchLoopEQ_LoopMult20/libA , equiv; 0.209800, equiv; 0.352600
./mergedHard/EQ_UnchLoopEQ_LoopUnreach20/libA , equiv; 0.215500, equiv; 0.362200
./mergedHard/EQ_UnchLoopEQ_UnchLoop/libA , equiv; 0.185300, equiv; 0.311900
./mergedHard/EQ_UnchLoopEQ_divide/libA , equiv; 0.214400, equiv; 0.324300
./mergedHard/EQ_UnchLoopEQ_getSign2/libA , equiv; 0.207600, equiv; 0.326300
./mergedHard/EQ_UnchLoopEQ_is_prime1/libA , equiv; 0.190400, equiv; 0.342100
./mergedHard/EQ_UnchLoopEQ_is_prime2/libA , equiv; 0.239600, equiv; 0.362200
./mergedHard/EQ_UnchLoopEQ_is_prime3/libA , equiv; 0.448000, equiv; 0.524000
./mergedHard/EQ_UnchLoopEQ_ltfive/libA , equiv; 0.276800, equiv; 0.419100
./mergedHard/EQ_UnchLoopEQ_ltfiveBound/libA , equiv; 0.306200, equiv; 0.447300
./mergedHard/EQ_UnchLoopEQ_multiple/libA , equiv; 0.216000, equiv; 0.379100
./mergedHard/EQ_UnchLoopEQ_multipleBound/libA , equiv; 0.238400, equiv; 0.379100
./mergedHard/EQ_UnchLoopEQ_odd/libA , equiv; 0.209400, equiv; 0.374300
./mergedHard/EQ_UnchLoopEQ_one/libA , equiv; 0.232600, equiv; 0.393900
./mergedHard/EQ_UnchLoopEQ_oneBound/libA , equiv; 0.261600, equiv; 0.406400
./mergedHard/EQ_UnchLoopEQ_oneN2/libA , equiv; 0.233900, equiv; 0.398600
./mergedHard/EQ_UnchLoopEQ_pos/libA , equiv; 0.246000, equiv; 0.376500
./mergedHard/EQ_UnchLoopEQ_pos2/libA , equiv; 0.242500, equiv; 0.395000
./mergedHard/EQ_UnchLoopEQ_pos3/libA , equiv; 0.208400, equiv; 0.355000
./mergedHard/EQ_UnchLoopEXTRA_ultra_prime_sum/libA , equiv; 40.667900, equiv; 40.760300
./mergedHard/EQ_UnchLoopNEQ_LoopMult20/libA , equiv; 0.228200, equiv; 0.415400
./mergedHard/EQ_UnchLoopNEQ_LoopUnreach20/libA , equiv; 0.229500, equiv; 0.375800
./mergedHard/EQ_UnchLoopNEQ_getSign/libA , equiv; 0.208000, equiv; 0.374000
./mergedHard/EQ_divideEQ_LoopMult20/libA , equiv; 0.234100, equiv; 0.379600
./mergedHard/EQ_divideEQ_UnchLoop/libA , equiv; 0.214700, equiv; 0.348300
./mergedHard/EQ_divideEQ_odd/libA , equiv; 0.228200, equiv; 0.391700
./mergedHard/EQ_divideEQ_pos/libA , equiv; 0.266600, equiv; 0.479500
./mergedHard/EQ_divideEQ_pos2/libA , equiv; 0.269600, equiv; 0.435600
./mergedHard/EQ_divideEXTRA_ultra_prime_sum/libA , equiv; 0.567000, equiv; 0.712500
./mergedHard/EQ_getSign2EQ_LoopMult20/libA , equiv; 0.445100, equiv; 0.720900
./mergedHard/EQ_getSign2EQ_UnchLoop/libA , equiv; 0.347900, equiv; 0.621400
./mergedHard/EQ_getSign2EQ_odd/libA , not equiv; 0.659000, not equiv; 1.234800
./mergedHard/EQ_getSign2EQ_pos/libA , not equiv; 0.735800, not equiv; 1.391700
./mergedHard/EQ_getSign2EQ_pos2/libA , not equiv; 0.754100, not equiv; 1.238500
./mergedHard/EQ_getSign2EXTRA_ultra_prime_sum/libA , not equiv; 2.751600, not equiv; 3.550700
./mergedHard/EQ_is_prime1EQ_LoopMult20/libA , not equiv; 1.269200, not equiv; 1.845400
./mergedHard/EQ_is_prime1EQ_UnchLoop/libA , not equiv; 0.604000, not equiv; 1.057900
./mergedHard/EQ_is_prime1EQ_odd/libA , not equiv; 1.311700, not equiv; 1.810500
./mergedHard/EQ_is_prime1EQ_pos/libA , equiv; 2.055600, equiv; 2.317800
./mergedHard/EQ_is_prime1EQ_pos2/libA , equiv; 2.102900, equiv; 2.331900
./mergedHard/EQ_is_prime1EXTRA_ultra_prime_sum/libA , timeout; 300.000000, timeout; 300.000000
./mergedHard/EQ_is_prime2EQ_LoopMult20/libA , not equiv; 1.725600, not equiv; 2.304800
./mergedHard/EQ_is_prime2EQ_UnchLoop/libA , not equiv; 1.148800, not equiv; 1.645300
./mergedHard/EQ_is_prime2EQ_odd/libA , not equiv; 1.821400, not equiv; 2.375100
./mergedHard/EQ_is_prime2EQ_pos/libA , not equiv; 9.663300, not equiv; 9.850000
./mergedHard/EQ_is_prime2EQ_pos2/libA , not equiv; 9.593000, not equiv; 9.826700
./mergedHard/EQ_is_prime2EXTRA_ultra_prime_sum/libA , not equiv; 6.207700, not equiv; 8.206400
./mergedHard/EQ_is_prime3EQ_LoopMult20/libA , not equiv; 5.412600, not equiv; 7.449000
./mergedHard/EQ_is_prime3EQ_UnchLoop/libA , not equiv; 2.394700, not equiv; 3.392600
./mergedHard/EQ_is_prime3EQ_odd/libA , not equiv; 4.530300, not equiv; 5.600200
./mergedHard/EQ_is_prime3EQ_pos/libA , equiv; 17.552100, equiv; 19.805700
./mergedHard/EQ_is_prime3EQ_pos2/libA , equiv; 17.575300, equiv; 19.359700
./mergedHard/EQ_is_prime3EXTRA_ultra_prime_sum/libA , not equiv; 7.399800, not equiv; 8.944800
./mergedHard/EQ_ltfiveBoundEQ_LoopMult20/libA , equiv; 0.491100, equiv; 0.830000
./mergedHard/EQ_ltfiveBoundEQ_UnchLoop/libA , equiv; 0.423500, equiv; 0.789900
./mergedHard/EQ_ltfiveBoundEQ_odd/libA , not equiv; 0.738700, not equiv; 1.264600
./mergedHard/EQ_ltfiveBoundEQ_pos/libA , not equiv; 0.768000, not equiv; 1.347400
./mergedHard/EQ_ltfiveBoundEQ_pos2/libA , not equiv; 0.766500, not equiv; 1.334700
./mergedHard/EQ_ltfiveBoundEXTRA_ultra_prime_sum/libA , not equiv; 2.390300, not equiv; 2.507500
./mergedHard/EQ_ltfiveEQ_LoopMult20/libA , not equiv; 0.880800, not equiv; 1.460000
./mergedHard/EQ_ltfiveEQ_UnchLoop/libA , not equiv; 0.803400, not equiv; 1.358100
./mergedHard/EQ_ltfiveEQ_odd/libA , not equiv; 0.732200, not equiv; 1.288400
./mergedHard/EQ_ltfiveEQ_pos/libA , not equiv; 0.765500, not equiv; 1.331200
./mergedHard/EQ_ltfiveEQ_pos2/libA , not equiv; 0.759500, not equiv; 1.356000
./mergedHard/EQ_ltfiveEXTRA_ultra_prime_sum/libA , not equiv; 2.139200, not equiv; 3.143000
./mergedHard/EQ_multipleBoundEQ_LoopMult20/libA , not equiv; 0.792200, not equiv; 1.350900
./mergedHard/EQ_multipleBoundEQ_UnchLoop/libA , not equiv; 0.698500, not equiv; 1.233700
./mergedHard/EQ_multipleBoundEQ_odd/libA , not equiv; 0.995200, not equiv; 1.579400
./mergedHard/EQ_multipleBoundEQ_pos/libA , not equiv; 0.890800, not equiv; 1.437500
./mergedHard/EQ_multipleBoundEQ_pos2/libA , not equiv; 0.892300, not equiv; 1.466700
./mergedHard/EQ_multipleBoundEXTRA_ultra_prime_sum/libA , equiv; 43.400300, equiv; 41.669800
./mergedHard/EQ_multipleEQ_LoopMult20/libA , not equiv; 0.789100, not equiv; 1.332100
./mergedHard/EQ_multipleEQ_UnchLoop/libA , not equiv; 0.659700, not equiv; 1.224600
./mergedHard/EQ_multipleEQ_odd/libA , not equiv; 1.000500, not equiv; 1.563500
./mergedHard/EQ_multipleEQ_pos/libA , not equiv; 0.859600, not equiv; 1.461400
./mergedHard/EQ_multipleEQ_pos2/libA , not equiv; 0.852400, not equiv; 1.394000
./mergedHard/EQ_multipleEXTRA_ultra_prime_sum/libA , not equiv; 1.151300, not equiv; 1.774500
./mergedHard/EQ_oddEQ_Add/libA , equiv; 11.665200, equiv; 12.349800
./mergedHard/EQ_oddEQ_Const/libA , equiv; 11.691900, equiv; 12.290200
./mergedHard/EQ_oddEQ_LoopMult20/libA , not equiv; 1.126400, not equiv; 1.635100
./mergedHard/EQ_oddEQ_LoopUnreach20/libA , not equiv; 1.099600, not equiv; 1.588600
./mergedHard/EQ_oddEQ_UnchLoop/libA , equiv; 11.673900, equiv; 12.278000
./mergedHard/EQ_oddEQ_divide/libA , not equiv; 1.082900, not equiv; 1.622300
./mergedHard/EQ_oddEQ_getSign2/libA , not equiv; 1.312000, not equiv; 1.915800
./mergedHard/EQ_oddEQ_is_prime1/libA , not equiv; 1.015500, not equiv; 1.509300
./mergedHard/EQ_oddEQ_is_prime2/libA , not equiv; 0.917300, not equiv; 1.505100
./mergedHard/EQ_oddEQ_is_prime3/libA , not equiv; 18.985000, not equiv; 7.179800
./mergedHard/EQ_oddEQ_ltfive/libA , not equiv; 4.866400, not equiv; 4.761200
./mergedHard/EQ_oddEQ_ltfiveBound/libA , not equiv; 3.024800, not equiv; 3.567800
./mergedHard/EQ_oddEQ_multiple/libA , equiv; 12.984400, equiv; 13.545400
./mergedHard/EQ_oddEQ_multipleBound/libA , equiv; 13.515500, equiv; 14.056900
./mergedHard/EQ_oddEQ_odd/libA , equiv; 12.897600, timeout; 300.000000
./mergedHard/EQ_oddEQ_one/libA , not equiv; 1.967900, not equiv; 2.451700
./mergedHard/EQ_oddEQ_oneBound/libA , not equiv; 1.768600, not equiv; 2.331400
./mergedHard/EQ_oddEQ_oneN2/libA , not equiv; 1.932300, not equiv; 2.455600
./mergedHard/EQ_oddEQ_pos/libA , not equiv; 1.370000, not equiv; 1.932000
./mergedHard/EQ_oddEQ_pos2/libA , not equiv; 1.364700, not equiv; 1.943500
./mergedHard/EQ_oddEQ_pos3/libA , not equiv; 1.356100, not equiv; 1.916300
./mergedHard/EQ_oddEXTRA_ultra_prime_sum/libA , timeout; 300.000000, timeout; 300.000000
./mergedHard/EQ_oddNEQ_LoopMult20/libA , not equiv; 1.146700, not equiv; 1.710000
./mergedHard/EQ_oddNEQ_LoopUnreach20/libA , not equiv; 1.093700, not equiv; 1.722800
./mergedHard/EQ_oddNEQ_getSign/libA , not equiv; 1.019700, not equiv; 1.561100
./mergedHard/EQ_oneBoundEQ_LoopMult20/libA , equiv; 0.472800, equiv; 0.754500
./mergedHard/EQ_oneBoundEQ_UnchLoop/libA , not equiv; 0.554600, not equiv; 1.112400
./mergedHard/EQ_oneBoundEQ_odd/libA , not equiv; 0.698300, not equiv; 1.257400
./mergedHard/EQ_oneBoundEQ_pos/libA , not equiv; 0.706400, not equiv; 1.269700
./mergedHard/EQ_oneBoundEQ_pos2/libA , not equiv; 0.704100, not equiv; 1.264400
./mergedHard/EQ_oneBoundEXTRA_ultra_prime_sum/libA , not equiv; 2.351300, not equiv; 3.585800
./mergedHard/EQ_oneEQ_LoopMult20/libA , not equiv; 0.639500, not equiv; 1.175900
./mergedHard/EQ_oneEQ_UnchLoop/libA , not equiv; 0.566700, not equiv; 1.107300
./mergedHard/EQ_oneEQ_odd/libA , not equiv; 0.636300, not equiv; 1.289500
./mergedHard/EQ_oneEQ_pos/libA , not equiv; 0.683400, not equiv; 1.256400
./mergedHard/EQ_oneEQ_pos2/libA , not equiv; 0.692700, not equiv; 1.254300
./mergedHard/EQ_oneEXTRA_ultra_prime_sum/libA , not equiv; 2.053100, not equiv; 3.792100
./mergedHard/EQ_oneN2EQ_LoopMult20/libA , not equiv; 0.666300, not equiv; 1.206500
./mergedHard/EQ_oneN2EQ_UnchLoop/libA , not equiv; 0.551400, not equiv; 1.130600
./mergedHard/EQ_oneN2EQ_odd/libA , not equiv; 0.707900, not equiv; 1.283200
./mergedHard/EQ_oneN2EQ_pos/libA , not equiv; 0.722700, not equiv; 1.261500
./mergedHard/EQ_oneN2EQ_pos2/libA , not equiv; 0.731700, not equiv; 1.241200
./mergedHard/EQ_oneN2EXTRA_ultra_prime_sum/libA , not equiv; 1.211400, not equiv; 2.162800
./mergedHard/EQ_pos2EQ_Add/libA , equiv; 0.235700, equiv; 0.370100
./mergedHard/EQ_pos2EQ_Const/libA , equiv; 0.236000, equiv; 0.358900
./mergedHard/EQ_pos2EQ_LoopMult20/libA , equiv; 0.265000, equiv; 0.418600
./mergedHard/EQ_pos2EQ_LoopUnreach20/libA , equiv; 0.265200, equiv; 0.397400
./mergedHard/EQ_pos2EQ_UnchLoop/libA , equiv; 0.237400, equiv; 0.395500
./mergedHard/EQ_pos2EQ_divide/libA , equiv; 0.274100, equiv; 0.430300
./mergedHard/EQ_pos2EQ_getSign2/libA , equiv; 0.260900, equiv; 0.430000
./mergedHard/EQ_pos2EQ_is_prime1/libA , equiv; 0.246700, equiv; 0.399300
./mergedHard/EQ_pos2EQ_is_prime2/libA , equiv; 0.291400, equiv; 0.436500
./mergedHard/EQ_pos2EQ_is_prime3/libA , equiv; 11.832300, equiv; 12.300400
./mergedHard/EQ_pos2EQ_ltfive/libA , equiv; 0.322000, equiv; 0.466300
./mergedHard/EQ_pos2EQ_ltfiveBound/libA , equiv; 0.351400, equiv; 0.472600
./mergedHard/EQ_pos2EQ_multiple/libA , equiv; 0.280700, equiv; 0.426600
./mergedHard/EQ_pos2EQ_multipleBound/libA , equiv; 0.303600, equiv; 0.452400
./mergedHard/EQ_pos2EQ_odd/libA , equiv; 0.267000, equiv; 0.420000
./mergedHard/EQ_pos2EQ_one/libA , equiv; 0.289500, equiv; 0.441700
./mergedHard/EQ_pos2EQ_oneBound/libA , equiv; 0.315800, equiv; 0.493800
./mergedHard/EQ_pos2EQ_oneN2/libA , equiv; 0.288000, equiv; 0.436200
./mergedHard/EQ_pos2EQ_pos/libA , equiv; 0.296800, equiv; 0.455200
./mergedHard/EQ_pos2EQ_pos2/libA , equiv; 0.295400, equiv; 0.454700
./mergedHard/EQ_pos2EQ_pos3/libA , equiv; 0.262200, equiv; 0.409600
./mergedHard/EQ_pos2EXTRA_ultra_prime_sum/libA , equiv; 22.718400, equiv; 12.271100
./mergedHard/EQ_pos2NEQ_LoopMult20/libA , equiv; 0.263100, equiv; 0.416000
./mergedHard/EQ_pos2NEQ_LoopUnreach20/libA , equiv; 0.265400, equiv; 0.397700
./mergedHard/EQ_pos2NEQ_getSign/libA , equiv; 0.241700, equiv; 0.389400
./mergedHard/EQ_pos3EQ_LoopMult20/libA , equiv; 0.225400, equiv; 0.363000
./mergedHard/EQ_pos3EQ_UnchLoop/libA , equiv; 0.204000, equiv; 0.352100
./mergedHard/EQ_pos3EQ_odd/libA , equiv; 0.226300, equiv; 0.367500
./mergedHard/EQ_pos3EQ_pos/libA , equiv; 0.257200, equiv; 0.401300
./mergedHard/EQ_pos3EQ_pos2/libA , equiv; 0.256200, equiv; 0.402300
./mergedHard/EQ_pos3EXTRA_ultra_prime_sum/libA , equiv; 24.071200, equiv; 14.645700
./mergedHard/EQ_posEQ_Add/libA , not equiv; 0.630300, not equiv; 1.142100
./mergedHard/EQ_posEQ_Const/libA , not equiv; 0.612700, not equiv; 1.184600
./mergedHard/EQ_posEQ_LoopMult20/libA , not equiv; 0.740300, not equiv; 1.290300
./mergedHard/EQ_posEQ_LoopUnreach20/libA , not equiv; 0.737700, not equiv; 1.321400
./mergedHard/EQ_posEQ_UnchLoop/libA , not equiv; 0.611700, not equiv; 1.180100
./mergedHard/EQ_posEQ_divide/libA , not equiv; 0.824000, not equiv; 1.349100
./mergedHard/EQ_posEQ_getSign2/libA , not equiv; 0.717300, not equiv; 1.298500
./mergedHard/EQ_posEQ_is_prime1/libA , not equiv; 0.692600, not equiv; 1.208800
./mergedHard/EQ_posEQ_is_prime2/libA , not equiv; 0.739900, not equiv; 1.295000
./mergedHard/EQ_posEQ_is_prime3/libA , not equiv; 23.220600, not equiv; 13.937100
./mergedHard/EQ_posEQ_ltfive/libA , not equiv; 0.955500, not equiv; 1.538600
./mergedHard/EQ_posEQ_ltfiveBound/libA , not equiv; 0.943100, not equiv; 1.564100
./mergedHard/EQ_posEQ_multiple/libA , not equiv; 0.832000, not equiv; 1.402700
./mergedHard/EQ_posEQ_multipleBound/libA , not equiv; 0.984900, not equiv; 1.528300
./mergedHard/EQ_posEQ_odd/libA , not equiv; 0.775800, not equiv; 1.351900
./mergedHard/EQ_posEQ_one/libA , equiv; 14.314000, equiv; 15.074600
./mergedHard/EQ_posEQ_oneBound/libA , equiv; 14.441200, equiv; 15.123100
./mergedHard/EQ_posEQ_oneN2/libA , equiv; 14.325400, equiv; 15.084500
./mergedHard/EQ_posEQ_pos/libA , equiv; 13.743800, equiv; 14.452200
./mergedHard/EQ_posEQ_pos2/libA , equiv; 13.771500, equiv; 14.456800
./mergedHard/EQ_posEQ_pos3/libA , equiv; 12.403700, equiv; 13.048900
./mergedHard/EQ_posEXTRA_ultra_prime_sum/libA , equiv; 73.285100, equiv; 64.864800
./mergedHard/EQ_posNEQ_LoopMult20/libA , not equiv; 0.778200, not equiv; 1.306900
./mergedHard/EQ_posNEQ_LoopUnreach20/libA , not equiv; 0.738100, not equiv; 1.294800
./mergedHard/EQ_posNEQ_getSign/libA , not equiv; 0.693100, not equiv; 1.253100
./mergedHard/EXTRA_ultra_prime_sumEQ_Add/libA , not equiv; 50.950700, not equiv; 4.133700
./mergedHard/EXTRA_ultra_prime_sumEQ_Const/libA , not equiv; 53.858500, not equiv; 4.992900
./mergedHard/EXTRA_ultra_prime_sumEQ_LoopMult20/libA , timeout; 300.000000, not equiv; 273.205800
./mergedHard/EXTRA_ultra_prime_sumEQ_LoopUnreach20/libA , not equiv; 298.975900, not equiv; 268.296400
./mergedHard/EXTRA_ultra_prime_sumEQ_UnchLoop/libA , not equiv; 51.175900, not equiv; 4.180000
./mergedHard/EXTRA_ultra_prime_sumEQ_divide/libA , not equiv; 200.885600, not equiv; 159.982700
./mergedHard/EXTRA_ultra_prime_sumEQ_getSign2/libA , not equiv; 214.832700, not equiv; 178.061000
./mergedHard/EXTRA_ultra_prime_sumEQ_is_prime1/libA , not equiv; 183.502500, not equiv; 131.544100
./mergedHard/EXTRA_ultra_prime_sumEQ_is_prime2/libA , not equiv; 106.580400, not equiv; 59.796700
./mergedHard/EXTRA_ultra_prime_sumEQ_is_prime3/libA , not equiv; 154.399300, not equiv; 111.699500
./mergedHard/EXTRA_ultra_prime_sumEQ_ltfive/libA , not equiv; 209.788200, not equiv; 126.007400
./mergedHard/EXTRA_ultra_prime_sumEQ_ltfiveBound/libA , timeout; 300.000000, not equiv; 249.156100
./mergedHard/EXTRA_ultra_prime_sumEQ_multiple/libA , timeout; 300.000000, timeout; 300.000000
./mergedHard/EXTRA_ultra_prime_sumEQ_multipleBound/libA , timeout; 300.000000, timeout; 300.000000
./mergedHard/EXTRA_ultra_prime_sumEQ_odd/libA , timeout; 300.000000, timeout; 300.000000
./mergedHard/EXTRA_ultra_prime_sumEQ_one/libA , timeout; 300.000000, timeout; 300.000000
./mergedHard/EXTRA_ultra_prime_sumEQ_oneBound/libA , timeout; 300.000000, timeout; 300.000000
./mergedHard/EXTRA_ultra_prime_sumEQ_oneN2/libA , timeout; 300.000000, timeout; 300.000000
./mergedHard/EXTRA_ultra_prime_sumEQ_pos/libA , timeout; 300.000000, timeout; 300.000000
./mergedHard/EXTRA_ultra_prime_sumEQ_pos2/libA , timeout; 300.000000, timeout; 300.000000
./mergedHard/EXTRA_ultra_prime_sumEQ_pos3/libA , timeout; 300.000000, timeout; 300.000000
./mergedHard/EXTRA_ultra_prime_sumEXTRA_ultra_prime_sum/libA , timeout; 300.000000, timeout; 300.000000
./mergedHard/EXTRA_ultra_prime_sumNEQ_LoopMult20/libA , not equiv; 295.877600, timeout; 300.000000
./mergedHard/EXTRA_ultra_prime_sumNEQ_LoopUnreach20/libA , timeout; 300.000000, timeout; 300.000000
./mergedHard/EXTRA_ultra_prime_sumNEQ_getSign/libA , not equiv; 172.588800, not equiv; 130.945400
./mergedHard/NEQ_LoopMult20EQ_LoopMult20/libA , not equiv; 1.100900, not equiv; 1.706800
./mergedHard/NEQ_LoopMult20EQ_UnchLoop/libA , not equiv; 0.753900, not equiv; 1.290400
./mergedHard/NEQ_LoopMult20EQ_odd/libA , not equiv; 1.349100, not equiv; 1.968400
./mergedHard/NEQ_LoopMult20EQ_pos/libA , not equiv; 1.036400, not equiv; 1.664200
./mergedHard/NEQ_LoopMult20EQ_pos2/libA , not equiv; 1.037700, not equiv; 1.636900
./mergedHard/NEQ_LoopMult20EXTRA_ultra_prime_sum/libA , not equiv; 3.077400, not equiv; 4.772300
./mergedHard/NEQ_LoopUnreach20EQ_LoopMult20/libA , not equiv; 0.658700, not equiv; 1.224000
./mergedHard/NEQ_LoopUnreach20EQ_UnchLoop/libA , not equiv; 0.555000, not equiv; 1.209800
./mergedHard/NEQ_LoopUnreach20EQ_odd/libA , not equiv; 0.608200, not equiv; 1.229900
./mergedHard/NEQ_LoopUnreach20EQ_pos/libA , not equiv; 0.683100, not equiv; 1.179800
./mergedHard/NEQ_LoopUnreach20EQ_pos2/libA , not equiv; 0.649500, not equiv; 1.168100
./mergedHard/NEQ_LoopUnreach20EXTRA_ultra_prime_sum/libA , not equiv; 0.867600, not equiv; 1.599400
./mergedHard/NEQ_getSignEQ_LoopMult20/libA , not equiv; 0.580600, not equiv; 1.040200
./mergedHard/NEQ_getSignEQ_UnchLoop/libA , not equiv; 0.465600, not equiv; 0.958300
./mergedHard/NEQ_getSignEQ_odd/libA , not equiv; 0.572400, not equiv; 1.141100
./mergedHard/NEQ_getSignEQ_pos/libA , not equiv; 0.651400, not equiv; 1.196800
./mergedHard/NEQ_getSignEQ_pos2/libA , not equiv; 0.647600, not equiv; 1.219600
./mergedHard/NEQ_getSignEXTRA_ultra_prime_sum/libA , not equiv; 2.011100, not equiv; 2.091200
